Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1
Performance (-12, 10): 87.59774476518213 (ACC): cached=false
Performance (-11, 10): 87.59774476518213 (ACC): cached=false
Performance (-10, 10): 87.59774476518213 (ACC): cached=false
Performance (-9, 10): 87.59774476518213 (ACC): cached=false
Performance (-8, 10): 87.59774476518213 (ACC): cached=false
Performance (-7, 10): 87.59774476518213 (ACC): cached=false
Performance (-6, 10): 87.59774476518213 (ACC): cached=false
Performance (-5, 10): 87.59774476518213 (ACC): cached=false
Performance (-4, 10): 87.59774476518213 (ACC): cached=false
Performance (-3, 10): 87.59774476518213 (ACC): cached=false
Performance (-2, 10): 87.59774476518213 (ACC): cached=false
Performance (-12, 11): 87.57777333968322 (ACC): cached=false
Performance (-11, 11): 87.57777333968322 (ACC): cached=false
Performance (-10, 11): 87.57777333968322 (ACC): cached=false
Performance (-9, 11): 87.57777333968322 (ACC): cached=false
Performance (-8, 11): 87.57777333968322 (ACC): cached=false
Performance (-7, 11): 87.57777333968322 (ACC): cached=false
Performance (-6, 11): 87.57777333968322 (ACC): cached=false
Performance (-5, 11): 87.57777333968322 (ACC): cached=false
Performance (-4, 11): 87.57777333968322 (ACC): cached=false
Performance (-3, 11): 87.57777333968322 (ACC): cached=false
Performance (-2, 11): 87.57777333968322 (ACC): cached=false
Performance (-12, 12): 87.54551180618499 (ACC): cached=false
Performance (-11, 12): 87.54551180618499 (ACC): cached=false
Performance (-10, 12): 87.54551180618499 (ACC): cached=false
Performance (-9, 12): 87.54551180618499 (ACC): cached=false
Performance (-8, 12): 87.54551180618499 (ACC): cached=false
Performance (-7, 12): 87.54551180618499 (ACC): cached=false
Performance (-6, 12): 87.54551180618499 (ACC): cached=false
Performance (-5, 12): 87.54551180618499 (ACC): cached=false
Performance (-4, 12): 87.54551180618499 (ACC): cached=false
Performance (-3, 12): 87.54551180618499 (ACC): cached=false
Performance (-2, 12): 87.54551180618499 (ACC): cached=false
Performance (-12, 13): 87.54704806968492 (ACC): cached=false
Performance (-11, 13): 87.54704806968492 (ACC): cached=false
Performance (-10, 13): 87.54704806968492 (ACC): cached=false
Performance (-9, 13): 87.54704806968492 (ACC): cached=false
Performance (-8, 13): 87.54704806968492 (ACC): cached=false
Performance (-7, 13): 87.54704806968492 (ACC): cached=false
Performance (-6, 13): 87.54704806968492 (ACC): cached=false
Performance (-5, 13): 87.54704806968492 (ACC): cached=false
Performance (-4, 13): 87.54704806968492 (ACC): cached=false
Performance (-3, 13): 87.54704806968492 (ACC): cached=false
Performance (-2, 13): 87.54704806968492 (ACC): cached=false
Performance (-12, 14): 87.55780191418432 (ACC): cached=false
Performance (-11, 14): 87.55780191418432 (ACC): cached=false
Performance (-10, 14): 87.55780191418432 (ACC): cached=false
Performance (-9, 14): 87.55780191418432 (ACC): cached=false
Performance (-8, 14): 87.55780191418432 (ACC): cached=false
Performance (-7, 14): 87.55780191418432 (ACC): cached=false
Performance (-6, 14): 87.55780191418432 (ACC): cached=false
Performance (-5, 14): 87.55780191418432 (ACC): cached=false
Performance (-4, 14): 87.55780191418432 (ACC): cached=false
Performance (-3, 14): 87.55780191418432 (ACC): cached=false
Performance (-2, 14): 87.55933817768424 (ACC): cached=false
Performance (-12, 15): 87.55933817768424 (ACC): cached=false
Performance (-11, 15): 87.55933817768424 (ACC): cached=false
Performance (-10, 15): 87.55933817768424 (ACC): cached=false
Performance (-9, 15): 87.55933817768424 (ACC): cached=false
Performance (-8, 15): 87.55933817768424 (ACC): cached=false
Performance (-7, 15): 87.55933817768424 (ACC): cached=false
Performance (-6, 15): 87.55933817768424 (ACC): cached=false
Performance (-5, 15): 87.55933817768424 (ACC): cached=false
Performance (-4, 15): 87.55933817768424 (ACC): cached=false
Performance (-3, 15): 87.55933817768424 (ACC): cached=false
Performance (-2, 15): 87.55933817768424 (ACC): cached=false

Correlation coefficient:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN



Root mean squared error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.31510446918195656
0.31510446918195617
0.31510446918195245
0.31510446918191654
0.3151044691815733
0.31510446917810503
0.31510446914342194
0.315104468796629
0.3151044653286848
0.31510443064948895
0.3151040838829447
0.31526429881264434
0.315264298812644
0.3152642988126412
0.3152642988126109
0.3152642988123119
0.3152642988093281
0.31526429877949025
0.3152642984811336
0.3152642954975668
0.31526426566199656
0.31526396731870693
0.3150999699212146
0.31509996992121425
0.3150999699212108
0.3150999699211744
0.31509996992080785
0.3150999699171413
0.315099969880485
0.3150999695139192
0.31509996584825667
0.31509992919192165
0.3150995626577105
0.31542745742889455
0.31541961854555234
0.31541961854555206
0.3154196185455472
0.3154196185454947
0.3154196185449776
0.31541961853979894
0.31541961848800887
0.3154196179701081
0.31541961279111486
0.3154195610018258
0.3154190431761864
0.31542800708211377
0.31542800708211366
0.31542800708210794
0.3154280070820588
0.31542800708156365
0.3154280070766186
0.3154280070271433
0.315428006532394
0.3154280015849238
0.3154279521108243
0.31518253034223487
0.3151825303422343
0.3151825303422327
0.31518253034220206
0.3151825303418911
0.3151825303387683
0.3151825303075468
0.315182529995342
0.3151825268732771
0.3151824956527425
0.31518218345906435
0.31523842301021654
0.31523842301021643
0.31523842301021326
0.3152384230101828
0.3152384230098764
0.31523842300681687
0.3152384229762137
0.31523842267019114
0.31523841960996457
0.3152383890078497
0.315238083002014
0.3154132672055982
0.3154132672055978
0.31541326720559226
0.31541326720554574
0.31541326720507645
0.3154132672003798
0.3154132671534092
0.3154132666837183
0.3154132619868241
0.31541321501834724
0.3154127453822833
0.31519061855951064
0.31519061855951036
0.315190618559505
0.315190618559464
0.3151906185590577
0.315190618554987
0.3151906185142847
0.31519061810729165
0.3151906140373499
0.31519057333828937
0.3151901663838372
0.31582191029306256
0.3158219102930622
0.3158219102930591
0.31582191029302903
0.3158219102927249
0.31582191028968754
0.3158219102593111
0.315821909955556
0.31582190691800555
0.3158218765426593
0.31582157280529016
0.3172592854551143
0.31725928545511406
0.31725928545511084
0.31725928545507837
0.31725928545474646
0.3172592854514433
0.31725928541840154
0.3172592850880076
0.31725928178406065
0.3172592487446945
0.3172589183597605
0.31802852337987697
0.3180285233798769
0.3180285233798733
0.3180285233798376
0.3180285233794846
0.3180285233759512
0.318028523340611
0.3180285229872192
0.31802851945329397
0.3180284841141466
0.31802813073340946
0.31991826163137765
0.3199182616313775
0.31991826163137405
0.3199182616313377
0.3199182616309702
0.31991826162729814
0.31991826159057785
0.3199182612233948
0.3199182575515538
0.3199182208332361
0.31991785365944664
0.32476907224886914
0.3247690722488687
0.32476907224886464
0.3247690722488227
0.3247690722484044
0.3247690722442382
0.3247690722025631
0.32476907178578546
0.3247690676180449
0.324769025940732
0.3247686091780312
0.3471932431768508
0.34719324317685024
0.34719324317684463
0.34719324317678807
0.3471932431762284
0.34719324317063993
0.34719324311473104
0.34719324255565903
0.34719323696492005
0.3471931810576169
0.3471926219923435



Root relative squared error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
77.76358151710255
77.76358151710245
77.76358151710154
77.76358151709267
77.76358151700796
77.76358151615204
77.76358150759272
77.76358142200885
77.76358056616647
77.76357200780332
77.76348643044385
77.80302533885191
77.80302533885182
77.80302533885113
77.80302533884365
77.80302533876986
77.80302533803349
77.80302533066991
77.80302525703947
77.80302452073497
77.80301715771405
77.80294353056816
77.76247115954277
77.7624711595427
77.76247115954185
77.76247115953285
77.7624711594424
77.76247115853754
77.76247114949125
77.76247105902772
77.76247015439107
77.76246110809635
77.76237065234025
77.8432907098507
77.84135617796238
77.84135617796231
77.8413561779611
77.84135617794816
77.84135617782053
77.84135617654252
77.84135616376142
77.84135603595041
77.84135475784394
77.84134197693793
77.84121418447461
77.84342635693635
77.84342635693632
77.84342635693491
77.84342635692279
77.84342635680059
77.84342635558022
77.84342634337037
77.84342622127284
77.84342500030316
77.84341279075508
77.78284597062294
77.7828459706228
77.7828459706224
77.78284597061484
77.78284597053809
77.78284596976744
77.78284596206238
77.78284588501441
77.78284511453042
77.78283740971875
77.78276036448165
77.79663953583032
77.7966395358303
77.79663953582951
77.796639535822
77.7966395357464
77.79663953499133
77.79663952743887
77.79663945191659
77.79663869669348
77.79663114449956
77.79655562633947
77.83978875194792
77.83978875194782
77.83978875194646
77.83978875193499
77.83978875181916
77.8397887506601
77.83978873906838
77.83978862315492
77.83978746402407
77.83977587283023
77.8396599729116
77.78484203480154
77.78484203480147
77.78484203480014
77.78484203479003
77.78484203468976
77.78484203368517
77.78484202364038
77.78484192319993
77.78484091879257
77.78483087480708
77.78473044387447
77.94063641725059
77.9406364172505
77.94063641724973
77.94063641724232
77.94063641716725
77.94063641641768
77.94063640892118
77.94063633395847
77.94063558433152
77.94062808810108
77.94055312976829
78.29536144185926
78.29536144185919
78.2953614418584
78.29536144185039
78.29536144176846
78.29536144095329
78.29536143279903
78.29536135126222
78.29536053589216
78.29535238221713
78.29527084762064
78.48519910497976
78.48519910497974
78.48519910497885
78.48519910497004
78.48519910488292
78.48519910401093
78.48519909528943
78.48519900807705
78.48519813595142
78.48518941472105
78.48510220506697
78.95156130843584
78.9515613084358
78.95156130843496
78.95156130842598
78.95156130833529
78.95156130742907
78.951561298367
78.95156120775111
78.95156030158971
78.95155123999851
78.951460626403
80.14867669006347
80.14867669006337
80.14867669006236
80.148676690052
80.14867668994877
80.1486766889206
80.14867667863577
80.14867657578058
80.1486755472378
80.14866526183266
80.14856241035505
85.68266308016
85.68266308015987
85.68266308015848
85.68266308014452
85.6826630800064
85.68266307862724
85.68266306482967
85.68266292685816
85.68266154713832
85.68264774996135
85.68250978010623



Mean absolute error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.15494738871877933
0.15494738871877972
0.15494738871878386
0.15494738871882083
0.15494738871919403
0.15494738872290037
0.1549473887599906
0.1549473891309081
0.15494739284004436
0.1549474299311759
0.1549478008173252
0.15506047746336948
0.15506047746336968
0.1550604774633745
0.15506047746342239
0.15506047746391866
0.15506047746886492
0.15506047751833046
0.1550604780129936
0.15506048295962377
0.15506053242569823
0.15506102706420802
0.15484920017953627
0.1548492001795365
0.15484920017953974
0.15484920017957626
0.15484920017993573
0.15484920018352327
0.15484920021941442
0.15484920057831814
0.1548492041673679
0.1548492400576603
0.1548495989410044
0.1551345994234804
0.15510860522024167
0.15510860522024186
0.15510860522024303
0.15510860522026426
0.1551086052204799
0.15510860522263434
0.1551086052441757
0.15510860545958122
0.15510860761363382
0.1551086291543613
0.1551088445803298
0.15513435677099896
0.15513435677099913
0.15513435677100038
0.1551343567710218
0.15513435677124274
0.15513435677342233
0.15513435679526352
0.1551343570136353
0.15513435919737245
0.1551343810348863
0.15523300082488742
0.15523300082488775
0.15523300082488983
0.15523300082492714
0.15523300082528776
0.15523300082889016
0.15523300086494918
0.15523300122551292
0.15523300483114924
0.1552330408875302
0.15523340145468079
0.15389070569081523
0.1538907056908155
0.15389070569081956
0.15389070569086097
0.15389070569127344
0.15389070569541466
0.1538907057368356
0.15389070615103287
0.15389071029301815
0.1538907517129421
0.15389116592121613
0.15511053508714406
0.15511053508714429
0.15511053508714573
0.15511053508717204
0.15511053508743503
0.1551105350900614
0.15511053511635034
0.1551105353792071
0.15511053800779914
0.15511056429369877
0.15511082715235852
0.15481135346306368
0.15481135346306416
0.15481135346306643
0.1548113534631006
0.15481135346343372
0.15481135346677205
0.15481135350013467
0.15481135383377595
0.15481135717017797
0.15481139053404666
0.15481172415832004
0.1550721777652865
0.15507217776528703
0.15507217776529061
0.15507217776532592
0.15507217776566204
0.1550721777690243
0.15507217780264376
0.15507217813885915
0.15507218150098642
0.15507221512225491
0.15507255133556283
0.15460411587666856
0.15460411587666906
0.15460411587667441
0.15460411587673062
0.15460411587730322
0.15460411588303677
0.1546041159403834
0.15460411651383524
0.1546041222483549
0.15460417959351405
0.15460475304347573
0.15648305826853057
0.15648305826853096
0.15648305826853573
0.15648305826857728
0.1564830582690027
0.1564830582732753
0.1564830583159648
0.15648305874288418
0.1564830630120675
0.15648310570390808
0.15648353262286438
0.15569130779723586
0.15569130779723642
0.1556913077972419
0.15569130779729862
0.15569130779786194
0.15569130780348012
0.1556913078596839
0.1556913084216969
0.15569131404184397
0.1556913702432815
0.15569193225527203
0.16444427565278505
0.1644442756527857
0.16444427565279085
0.16444427565284975
0.1644442756534301
0.16444427565924422
0.16444427571736628
0.16444427629861047
0.16444428211104462
0.16444434023537713
0.16444492147763712
0.206925884834936
0.20692588483493624
0.20692588483493812
0.2069258848349579
0.2069258848351712
0.20692588483722865
0.20692588485783897
0.20692588506392945
0.2069258871248697
0.20692590773424258
0.20692611382846374



Root absolute error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
47.18347273819723
47.18347273819735
47.18347273819861
47.183472738209865
47.18347273832351
47.18347273945214
47.18347275074659
47.18347286369574
47.18347399317543
47.183485287902045
47.183598227504696
47.21790971542858
47.21790971542865
47.21790971543012
47.21790971544469
47.217909715595816
47.21790971710202
47.21790973216491
47.2179098827962
47.2179113891087
47.21792645216459
47.21807707595267
47.15357306513474
47.1535730651348
47.153573065135795
47.15357306514692
47.153573065256374
47.15357306634883
47.15357307727815
47.15357318656894
47.15357427948075
47.1535852085364
47.1536944931305
47.24048080561032
47.232565236396745
47.2325652363968
47.23256523639716
47.23256523640362
47.232565236469284
47.23256523712534
47.23256524368496
47.23256530927871
47.232565965215436
47.232572524644
47.23263812462214
47.240406914808815
47.240406914808865
47.24040691480924
47.24040691481577
47.240406914883046
47.240406915546764
47.240406922197685
47.240406988694694
47.24040765367075
47.24041430347458
47.27044529793948
47.27044529793959
47.27044529794022
47.270445297951575
47.27044529806139
47.27044529915837
47.270445310138804
47.2704454199351
47.27044651789774
47.27045749752948
47.270567294864314
46.861699165534134
46.86169916553421
46.86169916553545
46.86169916554806
46.86169916567366
46.86169916693472
46.86169917954793
46.861699305676325
46.86170056696411
46.86171317986368
46.86183931161051
47.23315290568972
47.23315290568979
47.23315290569023
47.23315290569824
47.233152905778326
47.233152906578084
47.23315291458341
47.23315299462668
47.233153795066755
47.23316179946127
47.23324184330396
47.14204825319902
47.142048253199164
47.14204825319986
47.14204825321026
47.1420482533117
47.142048254328266
47.14204826448761
47.142048366085675
47.142049382063
47.14205954179013
47.14216113467232
47.22147260784707
47.22147260784723
47.22147260784833
47.22147260785907
47.221472607961424
47.22147260898527
47.22147261922284
47.22147272160475
47.22147374541574
47.22148398352442
47.22158636480093
47.0789417427321
47.07894174273225
47.078941742733875
47.07894174275099
47.07894174292536
47.0789417446713
47.07894176213408
47.078941936757545
47.07894368299254
47.07896114533105
47.07913576821987
47.65110386728372
47.651103867283844
47.6511038672853
47.65110386729795
47.651103867427494
47.651103868728555
47.65110388172806
47.6511040117305
47.65110531175173
47.65111831196628
47.651248314279336
47.41000566558644
47.4100056655866
47.41000566558828
47.410005665605546
47.410005665777085
47.410005667487894
47.410005684602666
47.41000585574285
47.41000756714992
47.41002468121049
47.410195821089985
50.07539695488519
50.075396954885385
50.075396954886955
50.07539695490489
50.07539695508161
50.07539695685209
50.075396974551005
50.07539715154733
50.07539892150829
50.07541662111511
50.07559361685899
63.01159333286155
63.011593332861615
63.01159333286219
63.011593332868216
63.011593332933174
63.01159333355969
63.0115933398358
63.011593402593
63.011594030175814
63.01160030599492
63.01166306433597



Combined = (1-abs(CC)) + RRSE + RAE:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN



Accuracy:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
87.59774476518213
87.59774476518213
87.59774476518213
87.59774476518213
87.59774476518213
87.59774476518213
87.59774476518213
87.59774476518213
87.59774476518213
87.59774476518213
87.59774476518213
87.59159971118247
87.59159971118247
87.59159971118247
87.59159971118247
87.59159971118247
87.59159971118247
87.59159971118247
87.59159971118247
87.59159971118247
87.59159971118247
87.59159971118247
87.57777333968322
87.57777333968322
87.57777333968322
87.57777333968322
87.57777333968322
87.57777333968322
87.57777333968322
87.57777333968322
87.57777333968322
87.57777333968322
87.57777333968322
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55933817768424
87.55780191418432
87.55780191418432
87.55780191418432
87.55780191418432
87.55780191418432
87.55780191418432
87.55780191418432
87.55780191418432
87.55780191418432
87.55780191418432
87.55626565068441
87.55626565068441
87.55626565068441
87.55626565068441
87.55626565068441
87.55626565068441
87.55626565068441
87.55626565068441
87.55626565068441
87.55626565068441
87.55626565068441
87.55165686018466
87.55165686018466
87.55165686018466
87.55165686018466
87.55165686018466
87.55165686018466
87.55165686018466
87.55165686018466
87.55165686018466
87.55165686018466
87.55165686018466
87.54704806968492
87.54704806968492
87.54704806968492
87.54704806968492
87.54704806968492
87.54704806968492
87.54704806968492
87.54704806968492
87.54704806968492
87.54704806968492
87.54704806968492
87.54551180618499
87.54551180618499
87.54551180618499
87.54551180618499
87.54551180618499
87.54551180618499
87.54551180618499
87.54551180618499
87.54551180618499
87.54551180618499
87.54551180618499
87.53783048868542
87.53783048868542
87.53783048868542
87.53783048868542
87.53783048868542
87.53783048868542
87.53783048868542
87.53783048868542
87.53783048868542
87.53783048868542
87.53783048868542
87.44565467869049
87.44565467869049
87.44565467869049
87.44565467869049
87.44565467869049
87.44565467869049
87.44565467869049
87.44565467869049
87.44565467869049
87.44565467869049
87.44565467869049
87.40417556419277
87.40417556419277
87.40417556419277
87.40417556419277
87.40417556419277
87.40417556419277
87.40417556419277
87.40417556419277
87.40417556419277
87.40417556419277
87.40417556419277
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
87.35962392269522
86.9125712442198
86.9125712442198
86.9125712442198
86.9125712442198
86.9125712442198
86.9125712442198
86.9125712442198
86.9125712442198
86.9125712442198
86.9125712442198
86.9125712442198
84.24408154486657
84.24408154486657
84.24408154486657
84.24408154486657
84.24408154486657
84.24408154486657
84.24408154486657
84.24408154486657
84.24408154486657
84.24408154486657
84.24408154486657



Kappa:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5880876936456129
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5889158128739719
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.5869428469597775
0.587810132843868
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5873917963256202
0.5877715253296836
0.5877715253296836
0.5877715253296836
0.5877715253296836
0.5877715253296836
0.5877715253296836
0.5877715253296836
0.5877715253296836
0.5877715253296836
0.5877715253296836
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5876591482609916
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5861115954731454
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5870581401796853
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5861549639140345
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.5876140202787992
0.584736975814661
0.584736975814661
0.584736975814661
0.584736975814661
0.584736975814661
0.584736975814661
0.584736975814661
0.584736975814661
0.584736975814661
0.584736975814661
0.584736975814661
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5844659453874812
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.5789329796499071
0.573340639239265
0.573340639239265
0.573340639239265
0.573340639239265
0.573340639239265
0.573340639239265
0.573340639239265
0.573340639239265
0.573340639239265
0.573340639239265
0.573340639239265
0.543642679097106
0.543642679097106
0.543642679097106
0.543642679097106
0.543642679097106
0.543642679097106
0.543642679097106
0.543642679097106
0.543642679097106
0.543642679097106
0.543642679097106



Best performance:
Performance (-2, 1): 84.24408154486657 (ACC)

Result of Step 1: -12, 10

=== Initial space - End ===

Center is on border of space.

Final result:-12, 10
Classifier: weka.classifiers.functions.Logistic -R 1.0E-12 -M 10
Shutting down thread pool...
Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1

Step 1:


=== Initial space - Start ===
Determining best values with 10-fold CV in space:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0

Performance (-12, 1): 84.30706834836312 (ACC): cached=false
Performance (-11, 1): 84.30706834836312 (ACC): cached=false
Performance (-10, 1): 84.30706834836312 (ACC): cached=false
Performance (-9, 1): 84.30706834836312 (ACC): cached=false
Performance (-8, 1): 84.30706834836312 (ACC): cached=false
Performance (-7, 1): 84.30706834836312 (ACC): cached=false
Performance (-6, 1): 84.30706834836312 (ACC): cached=false
Performance (-5, 1): 84.30706834836312 (ACC): cached=false
Performance (-4, 1): 84.30706834836312 (ACC): cached=false
Performance (-3, 1): 84.30706834836312 (ACC): cached=false
Performance (-2, 1): 84.30706834836312 (ACC): cached=false
Performance (-12, 2): 87.03239979721322 (ACC): cached=false
Performance (-11, 2): 87.03239979721322 (ACC): cached=false
Performance (-10, 2): 87.03239979721322 (ACC): cached=false
Performance (-9, 2): 87.03239979721322 (ACC): cached=false
Performance (-8, 2): 87.03239979721322 (ACC): cached=false
Performance (-7, 2): 87.03239979721322 (ACC): cached=false
Performance (-6, 2): 87.03239979721322 (ACC): cached=false
Performance (-5, 2): 87.03239979721322 (ACC): cached=false
Performance (-4, 2): 87.03239979721322 (ACC): cached=false
Performance (-3, 2): 87.03239979721322 (ACC): cached=false
Performance (-2, 2): 87.03239979721322 (ACC): cached=false
Performance (-12, 3): 87.44411841519057 (ACC): cached=false
Performance (-11, 3): 87.44411841519057 (ACC): cached=false
Performance (-10, 3): 87.44411841519057 (ACC): cached=false
Performance (-9, 3): 87.44411841519057 (ACC): cached=false
Performance (-8, 3): 87.44411841519057 (ACC): cached=false
